sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
3814,success,"[133.0, 280.0, 45.5]","[145.81, 291.78, 46.63]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.0005000000237487257, 'change_pct': -64.28571343421936}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.07333602756261826, 'change_pct': -4.758405312895775}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0052856020629405975, 'change_pct': 428.5601615905762}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 728.7818603515625, 'change_pct': -1.648871786892414}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3816,success,"[465.0, 820.0, 20.0]","[466.0, 736.26, 27.12]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.850000023841858, 'opt_val': 1.7500709295272827, 'change_pct': -5.401572585105896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.12800000607967377, 'opt_val': 0.14475001394748688, 'change_pct': 13.085943460464478}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.3799999952316284, 'opt_val': 0.3300956189632416, 'change_pct': -13.13273012638092}, {'param_idx': 3, 'param_name': '化学元素含量过程的磷', 'ori_val': 0.026000000536441803, 'opt_val': 0.020701665431261063, 'change_pct': -20.37821114063263}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.005999999586492777, 'opt_val': 0.007549999747425318, 'change_pct': 25.833338499069214}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
3821,success,"[130.0, 266.0, 48.5]","[155.86666666666667, 290.76, 47.725]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.06798448413610458, 'change_pct': -15.019392967224121}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.00962500087916851, 'change_pct': 862.5}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.07022283971309662, 'change_pct': -3.8043279200792313}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.03387796878814697, 'change_pct': 1593.8983917236328}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 725.8499755859375, 'change_pct': -2.044537663459778}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3833,success,"[132.0, 286.0, 47.0]","[152.1, 287.73, 45.985]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10999999940395355, 'opt_val': 0.23250000178813934, 'change_pct': 111.36363744735718}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.007611697539687157, 'change_pct': 661.1697196960449}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.08090852200984955, 'change_pct': 7.878024876117706}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 734.9306640625, 'change_pct': -1.0860479436814785}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3846,success,"[533.0, 617.0, 16.0]","[489.41, 573.87, 22.555]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0499999523162842, 'opt_val': 0.9583024978637695, 'change_pct': -8.73309150338173}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04399999976158142, 'opt_val': 0.03849999979138374, 'change_pct': -12.5}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06700000166893005, 'opt_val': 0.05025000125169754, 'change_pct': -25.0}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.16293784976005554, 'change_pct': -22.410544753074646}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 594.0, 'opt_val': 602.9885864257812, 'change_pct': 1.5132300555706024}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3848,success,"[109.0, 256.0, 45.5]","[139.6, 294.84, 45.82166666666666]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0010909406701102853, 'change_pct': 9.094061702489853}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06377220153808594, 'change_pct': -7.576517015695572}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.02898060344159603, 'change_pct': 2798.0602264404297}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 739.954345703125, 'change_pct': -0.5437707528471947}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3851,success,"[133.0, 280.0, 49.5]","[157.85333333333335, 292.23, 48.195]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.006646502763032913, 'change_pct': 564.6502494812012}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0860000029206276, 'opt_val': 0.09099999815225601, 'change_pct': 5.813947692513466}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 718.1256713867188, 'change_pct': -2.560967206954956}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3854,success,"[133.0, 276.0, 48.5]","[150.81, 280.87, 48.815]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1417042315006256, 'change_pct': 77.13029384613037}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.007329968269914389, 'change_pct': 632.9967975616455}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.0844343900680542, 'change_pct': 11.09788492321968}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.035999998450279236, 'change_pct': 3500.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 747.8250732421875, 'change_pct': 0.6494041997939348}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3858,success,"[132.0, 279.0, 48.0]","[153.8, 284.7, 47.165]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.11611014604568481, 'change_pct': 45.13768553733826}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.009775000624358654, 'change_pct': 788.6364459991455}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.07632903754711151, 'change_pct': 4.560326784849167}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 741.0, 'opt_val': 749.0, 'change_pct': 1.079622097313404}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3864,success,"[431.0, 535.0, 22.0]","[426.04, 523.29, 29.13]","[{'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0689999982714653, 'opt_val': 0.05224999785423279, 'change_pct': -24.275363981723785}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 1.2049999237060547, 'change_pct': 19.30692493915558}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.039000000804662704, 'opt_val': 0.03349999710917473, 'change_pct': -14.102573692798615}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.133253812789917, 'change_pct': -29.86641228199005}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.02800000086426735, 'opt_val': 0.027107516303658485, 'change_pct': -3.187444806098938}]","[0, 2, 6, 1, 5]","['碳', '锰', '铌', '硅', '钛']"
3877,success,"[132.0, 276.0, 48.0]","[152.6, 293.01, 46.05]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.010075000114738941, 'change_pct': 675.0000476837158}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.0609000064432621, 'change_pct': -12.999990582466125}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.003000000026077032, 'opt_val': 0.014546411111950874, 'change_pct': 384.8803520202637}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 745.0, 'opt_val': 747.7786865234375, 'change_pct': 0.37297806702554226}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3884,success,"[439.0, 543.0, 21.0]","[419.9, 540.31, 27.235]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0399999618530273, 'opt_val': 0.8449999690055847, 'change_pct': -18.75}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07000000029802322, 'opt_val': 0.05554599314928055, 'change_pct': -20.64858227968216}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03449999541044235, 'change_pct': -13.75000923871994}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.2809999883174896, 'change_pct': 33.80952179431915}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.03099999949336052, 'opt_val': 0.024394216015934944, 'change_pct': -21.308979392051697}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
3897,success,"[134.0, 276.0, 47.5]","[137.84, 280.17, 46.795]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.0005000000237487257, 'change_pct': -58.33333134651184}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.07252693176269531, 'change_pct': -4.569823667407036}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 749.0, 'change_pct': 0.6720430217683315}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3907,fail,[438.  545.   21.5],,,"[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
3911,success,"[160.0, 276.0, 46.5]","[158.77, 294.26, 47.615]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20250001549720764, 'change_pct': 125.00001192092896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.07542890310287476, 'change_pct': 4.762369766831398}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 735.0, 'opt_val': 720.5482177734375, 'change_pct': -1.9662288948893547}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3925,success,"[132.0, 283.0, 47.5]","[136.52, 281.43, 47.9]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.18143074214458466, 'change_pct': 126.7884373664856}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07100000232458115, 'opt_val': 0.0710410550236702, 'change_pct': 0.05782070220448077}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 749.0, 'change_pct': 1.490514911711216}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3926,success,"[131.0, 277.0, 46.5]","[156.61, 289.9, 46.76]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.010075000114738941, 'change_pct': 675.0000476837158}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.06793560832738876, 'change_pct': -2.949131466448307}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 740.0, 'opt_val': 724.3499755859375, 'change_pct': -2.1148681640625}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3934,success,"[129.0, 274.0, 48.0]","[146.24, 291.82, 46.23]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20250001549720764, 'change_pct': 125.00001192092896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.07256480306386948, 'change_pct': -0.5961587186902761}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 738.0, 'opt_val': 721.3499755859375, 'change_pct': -2.2561008110642433}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
3938,success,"[483.0, 586.0, 20.0]","[432.82, 559.36, 27.34]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04399999976158142, 'opt_val': 0.03849999979138374, 'change_pct': -12.5}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0399999618530273, 'opt_val': 0.8569301962852478, 'change_pct': -17.602862417697906}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.04924999922513962, 'change_pct': -25.378787517547607}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.13899999856948853, 'change_pct': -33.80952179431915}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.020899999886751175, 'change_pct': -30.33333122730255}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
3944,success,"[137.0, 277.0, 48.0]","[137.33, 279.81, 49.035]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.09397958219051361, 'change_pct': 17.474479973316193}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0008999999845400453, 'opt_val': 0.0005000000237487257, 'change_pct': -44.44444179534912}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.06841792911291122, 'change_pct': -4.975094273686409}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.03697219863533974, 'change_pct': 1748.6099243164062}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 749.0, 'change_pct': 0.8075370453298092}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
