sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_paras
2603,success,"[128.0, 284.0, 49.5]","[146.45, 286.7, 47.515]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.05999999865889549, 'change_pct': -40.00000357627869}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.010075000114738941, 'change_pct': 675.0000476837158}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.07522187381982803, 'change_pct': 7.459819316864014}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.022436264902353287, 'change_pct': 2143.6264038085938}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 736.0, 'opt_val': 747.252685546875, 'change_pct': 1.5288975089788437}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2608,success,"[158.0, 273.0, 50.5]","[176.84, 287.86, 47.59]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.11999999731779099, 'opt_val': 0.07618571817874908, 'change_pct': -36.51190102100372}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.007916378788650036, 'change_pct': 619.670820236206}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.07337974011898041, 'change_pct': -5.923411995172501}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.004155292641371489, 'change_pct': 315.5292272567749}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 748.0, 'opt_val': 738.5413208007812, 'change_pct': -1.2645293027162552}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2611,success,"[132.0, 280.0, 45.0]","[137.14, 284.3, 46.43]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.10697919130325317, 'change_pct': 18.865762650966644}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07100000232458115, 'opt_val': 0.061900001019239426, 'change_pct': -12.816902995109558}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 741.6070556640625, 'change_pct': 0.6251093000173569}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2632,success,"[133.0, 277.0, 49.0]","[144.72, 291.705, 46.93]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.10000000149011612, 'opt_val': 0.05999999865889549, 'change_pct': -40.00000357627869}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.0005000000237487257, 'change_pct': -64.28571343421936}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06800000369548798, 'opt_val': 0.06391267478466034, 'change_pct': -6.010777503252029}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 727.3500366210938, 'change_pct': -1.9743885844945908}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2649,success,"[455.0, 556.0, 18.5]","[424.44, 553.8, 22.53]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 0.8050000071525574, 'change_pct': -19.499999284744263}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03799999877810478, 'opt_val': 0.04350000247359276, 'change_pct': 14.473694562911987}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06499999761581421, 'opt_val': 0.048249997198581696, 'change_pct': -25.76923370361328}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.15097476541996002, 'change_pct': -24.51261878013611}, {'param_idx': 8, 'param_name': '化学元素含量过程的氮', 'ori_val': 0.005499999970197678, 'opt_val': 0.00471000000834465, 'change_pct': -14.363636076450348}]","[2, 6, 0, 1, 8]","['锰', '铌', '碳', '硅', '氮']"
2678,success,"[132.0, 281.0, 44.0]","[147.75, 282.69, 45.495]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.00880813505500555, 'change_pct': 780.813455581665}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0729999989271164, 'opt_val': 0.08001475781202316, 'change_pct': 9.6092589199543}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0, 'opt_val': 0.0, 'change_pct': nan}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 738.1068115234375, 'change_pct': 0.15017795376479626}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2680,success,"[461.0, 569.0, 20.0]","[419.71, 544.16, 30.08]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.9800000190734863, 'opt_val': 0.8085662126541138, 'change_pct': -17.493245005607605}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.039000000804662704, 'opt_val': 0.03349999710917473, 'change_pct': -14.102573692798615}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06499999761581421, 'opt_val': 0.048249997198581696, 'change_pct': -25.76923370361328}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.1290000081062317, 'change_pct': -35.499995946884155}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 602.0, 'opt_val': 624.2999877929688, 'change_pct': 3.7043169140815735}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
2707,success,"[497.0, 598.0, 16.5]","[430.09, 558.41, 26.735]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04100000113248825, 'opt_val': 0.04455134645104408, 'change_pct': 8.661817759275436}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.949999988079071, 'opt_val': 0.7549999952316284, 'change_pct': -20.5263152718544}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06499999761581421, 'opt_val': 0.07117877155542374, 'change_pct': 9.505806118249893}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.21669484674930573, 'change_pct': 8.347421884536743}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.028999999165534973, 'opt_val': 0.024310389533638954, 'change_pct': -16.17106795310974}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
2711,success,"[129.0, 273.0, 47.5]","[149.86, 286.84, 46.915]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0033737183548510075, 'change_pct': 206.70166015625}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.06400000303983688, 'opt_val': 0.06117703765630722, 'change_pct': -4.410883039236069}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.01072818972170353, 'change_pct': 972.8189468383789}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 737.0, 'opt_val': 749.0, 'change_pct': 1.6282225027680397}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2719,success,"[153.0, 270.0, 49.5]","[154.01, 286.08, 49.16]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0013237054226920009, 'change_pct': 20.336857438087463}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.0861000046133995, 'change_pct': 11.818188428878784}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.02211269550025463, 'change_pct': 2111.2693786621094}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 735.0, 'opt_val': 719.7963256835938, 'change_pct': -2.068527042865753}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2726,success,"[440.0, 548.0, 21.0]","[434.3, 561.75, 26.845]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04399999976158142, 'opt_val': 0.04520289972424507, 'change_pct': 2.733863517642021}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06599999964237213, 'opt_val': 0.07881395518779755, 'change_pct': 19.415083527565002}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0399999618530273, 'opt_val': 0.8449999690055847, 'change_pct': -18.75}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20999999344348907, 'opt_val': 0.22159552574157715, 'change_pct': 5.5216822773218155}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.023316949605941772, 'change_pct': -22.276833653450012}]","[6, 0, 2, 1, 5]","['铌', '碳', '锰', '硅', '钛']"
2733,success,"[469.0, 570.0, 20.5]","[459.86, 553.2, 24.8]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0, 'opt_val': 1.1949999332427979, 'change_pct': 19.499993324279785}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04100000113248825, 'opt_val': 0.04650000110268593, 'change_pct': 13.41463327407837}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06700000166893005, 'opt_val': 0.0582091398537159, 'change_pct': -13.120688498020172}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.21436570584774017, 'change_pct': 12.824057042598724}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.020899999886751175, 'change_pct': -30.33333122730255}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2747,success,"[134.0, 276.0, 49.0]","[138.97, 280.88, 47.61]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.1875, 'change_pct': 134.375}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.001500000013038516, 'opt_val': 0.0005000000237487257, 'change_pct': -66.66666269302368}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.07063966244459152, 'change_pct': 0.9138030931353569}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0020000000949949026, 'opt_val': 0.011654863134026527, 'change_pct': 482.74312019348145}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 749.0, 'change_pct': 0.6720430217683315}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2775,success,"[132.0, 272.0, 49.5]","[149.14, 280.09, 47.005]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.17197707295417786, 'change_pct': 114.97135162353516}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0013000000035390258, 'opt_val': 0.006188906263560057, 'change_pct': 376.069712638855}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07100000232458115, 'opt_val': 0.06649737060070038, 'change_pct': -6.341734528541565}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 739.0, 'opt_val': 749.0, 'change_pct': 1.353179942816496}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2782,success,"[479.0, 575.0, 17.0]","[332.53, 547.01, 24.285]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.9800000190734863, 'opt_val': 0.7858752012252808, 'change_pct': -19.808654487133026}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.041999999433755875, 'opt_val': 0.0364999994635582, 'change_pct': -13.0952388048172}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.06800000369548798, 'opt_val': 0.06528791785240173, 'change_pct': -3.988361358642578}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.11900000274181366, 'change_pct': -37.368419766426086}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 599.0, 'opt_val': 576.7000732421875, 'change_pct': -3.722859174013138}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
2795,success,"[134.0, 276.0, 48.5]","[151.11, 281.97, 47.07]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.003890050109475851, 'change_pct': 224.1708278656006}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07599999755620956, 'opt_val': 0.07072017341852188, 'change_pct': -6.947137415409088}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 749.0, 'change_pct': 0.6720430217683315}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2800,success,"[133.0, 283.0, 46.5]","[154.84, 288.77, 47.08]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.16488809883594513, 'change_pct': 106.11013174057007}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0014000000664964318, 'opt_val': 0.0037051762919873, 'change_pct': 164.65542316436768}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.0609000064432621, 'change_pct': -12.999990582466125}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.009309601970016956, 'change_pct': 830.9601783752441}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 748.2564086914062, 'change_pct': 0.8431817404925823}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2816,success,"[144.0, 277.0, 49.0]","[152.49, 290.59, 45.8]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0028821800369769335, 'change_pct': 162.01636791229248}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.06589999794960022, 'change_pct': -12.133339792490005}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.003000000026077032, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 723.0, 'opt_val': 700.699951171875, 'change_pct': -3.084377385675907}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2821,success,"[138.0, 276.0, 45.0]","[154.02, 281.75, 46.965]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0012000000569969416, 'opt_val': 0.0033286111429333687, 'change_pct': 177.3842453956604}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07000000029802322, 'opt_val': 0.06430095434188843, 'change_pct': -8.141494542360306}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 747.7770385742188, 'change_pct': 0.7785766385495663}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2838,success,"[446.0, 553.0, 18.5]","[435.57, 547.54, 24.75]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0299999713897705, 'opt_val': 1.1536017656326294, 'change_pct': 12.000174820423126}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.03999999910593033, 'opt_val': 0.03449999541044235, 'change_pct': -13.75000923871994}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07199999690055847, 'opt_val': 0.08874999731779099, 'change_pct': 23.26389104127884}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.1899999976158142, 'opt_val': 0.20564188063144684, 'change_pct': 8.232570439577103}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.02193901687860489, 'change_pct': -26.869940757751465}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2857,success,"[133.0, 275.0, 49.5]","[148.31, 282.14, 48.355]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.1291903406381607, 'change_pct': 84.5576286315918}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.00905994325876236, 'change_pct': 723.6311912536621}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.0689999982714653, 'opt_val': 0.06506403535604477, 'change_pct': -5.704294145107269}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03700000047683716, 'change_pct': 3600.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 734.0, 'opt_val': 749.0, 'change_pct': 2.0435966551303864}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2865,success,"[132.0, 293.0, 47.5]","[136.6, 283.01, 47.615]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.20250001549720764, 'change_pct': 125.00001192092896}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07199999690055847, 'opt_val': 0.08110000193119049, 'change_pct': 12.638896703720093}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 733.0, 'opt_val': 745.0656127929688, 'change_pct': 1.6460590064525604}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2885,success,"[443.0, 593.0, 20.5]","[463.73, 590.83, 24.065]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.3200000524520874, 'opt_val': 1.125, 'change_pct': -14.772731065750122}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.08399999886751175, 'opt_val': 0.06861342489719391, 'change_pct': -18.31735074520111}, {'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.04800000041723251, 'opt_val': 0.05160005763173103, 'change_pct': 7.500118762254715}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.30000001192092896, 'opt_val': 0.3319549262523651, 'change_pct': 10.651637613773346}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 595.0, 'opt_val': 572.699951171875, 'change_pct': -3.747907280921936}]","[2, 0, 6, 1, 12]","['锰', '碳', '铌', '硅', '卷取温度平均值']"
2893,success,"[131.0, 279.0, 47.0]","[137.9, 290.82, 47.60375]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.05999999865889549, 'change_pct': -25.0}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.06790000200271606, 'change_pct': -11.818178743124008}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 743.0, 'opt_val': 748.4158325195312, 'change_pct': 0.728914188221097}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2897,success,"[133.0, 280.0, 48.5]","[139.38, 287.33, 47.205]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.05999999865889549, 'change_pct': -33.33333730697632}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0005000000237487257, 'change_pct': -50.0}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07999999821186066, 'opt_val': 0.08004973828792572, 'change_pct': 0.062175095081329346}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 742.0, 'opt_val': 726.576416015625, 'change_pct': -2.0786501467227936}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2903,success,"[135.0, 270.0, 48.5]","[148.65, 279.18, 48.195]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.09000000357627869, 'opt_val': 0.1201881617307663, 'change_pct': 33.54239761829376}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.009175000712275505, 'change_pct': 734.0909957885742}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07699999958276749, 'opt_val': 0.08224741369485855, 'change_pct': 6.814823299646378}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.03647046536207199, 'change_pct': 3547.046661376953}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 746.0, 'opt_val': 742.0324096679688, 'change_pct': -0.5318485666066408}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2904,success,"[132.0, 271.0, 53.0]","[148.1, 291.43, 46.105]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07000000029802322, 'opt_val': 0.17249999940395355, 'change_pct': 146.42857313156128}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.0010999999940395355, 'opt_val': 0.0005000000237487257, 'change_pct': -54.54545021057129}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07500000298023224, 'opt_val': 0.07599250227212906, 'change_pct': 1.3233323581516743}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0010000000474974513, 'opt_val': 0.0, 'change_pct': -100.0}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 734.0, 'opt_val': 715.3499755859375, 'change_pct': -2.5408752262592316}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2905,success,"[134.0, 275.0, 46.5]","[151.51, 278.42, 46.13]","[{'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 0.07999999821186066, 'opt_val': 0.07057708501815796, 'change_pct': -11.778641492128372}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.001500000013038516, 'opt_val': 0.00577552942559123, 'change_pct': 285.0353002548218}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.07800000160932541, 'opt_val': 0.07538148015737534, 'change_pct': -3.35707888007164}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.0, 'opt_val': 0.0, 'change_pct': nan}, {'param_idx': 12, 'param_name': '热轧过程的卷取温度平均值', 'ori_val': 744.0, 'opt_val': 748.2842407226562, 'change_pct': 0.5758387967944145}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2917,success,"[487.0, 586.0, 19.0]","[419.26, 547.52, 27.085]","[{'param_idx': 6, 'param_name': '化学元素含量过程的铌', 'ori_val': 0.041999999433755875, 'opt_val': 0.038751039654016495, 'change_pct': -7.735618948936462}, {'param_idx': 2, 'param_name': '化学元素含量过程的锰', 'ori_val': 1.0099999904632568, 'opt_val': 0.8149999976158142, 'change_pct': -19.306930899620056}, {'param_idx': 0, 'param_name': '化学元素含量过程的碳', 'ori_val': 0.07100000232458115, 'opt_val': 0.07647757232189178, 'change_pct': 7.714886963367462}, {'param_idx': 1, 'param_name': '化学元素含量过程的硅', 'ori_val': 0.20000000298023224, 'opt_val': 0.14699746668338776, 'change_pct': -26.50126814842224}, {'param_idx': 5, 'param_name': '化学元素含量过程的钛', 'ori_val': 0.029999999329447746, 'opt_val': 0.020899999886751175, 'change_pct': -30.33333122730255}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
