sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
2363,success,"[386.0, 468.0, 22.0]","[386.23, 431.44, 28.685]","[{'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.39823010563850403, 'optimized': 0.4361717998981476, 'change_pct': 9.527580261230469}, {'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.33500000834465027, 'optimized': 0.2672012150287628, 'change_pct': -20.238445281982422}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2535211443901062, 'optimized': 0.2600429952144623, 'change_pct': 2.572507619857788}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.0, 'optimized': 0.03271648287773132, 'change_pct': inf}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.37349390983581543, 'optimized': 0.3717518448829651, 'change_pct': -0.46642395853996277}]","[0, 2, 1, 5, 12]","['碳', '锰', '硅', '钛', '卷取温度平均值']"
2369,success,"[133.0, 285.0, 48.5]","[161.7, 325.79, 45.78]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1006675437092781, 'change_pct': 571.1168823242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.04130861908197403, 'change_pct': 775.2263793945312}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8681318759918213, 'optimized': 0.7833006381988525, 'change_pct': -9.771699905395508}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.08031530678272247, 'change_pct': 5602.38671875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8839878439903259, 'change_pct': -6.3349127769470215}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2429,success,"[134.0, 276.0, 46.5]","[161.85, 324.75, 45.725]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.02500000037252903, 'optimized': 0.11716829985380173, 'change_pct': 368.6732177734375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005899704992771149, 'optimized': 0.09564805775880814, 'change_pct': 1521.234619140625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.7008413672447205, 'change_pct': -11.421433448791504}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0042253523133695126, 'optimized': 0.08602353930473328, 'change_pct': 1935.890380859375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8353804349899292, 'change_pct': -9.560995101928711}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2444,success,"[133.0, 288.0, 46.5]","[153.53, 294.3, 45.635]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.03526022285223007, 'change_pct': 135.068115234375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.08338136225938797, 'change_pct': 1470.348876953125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7472527623176575, 'optimized': 0.7852945923805237, 'change_pct': 5.0908918380737305}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09818990528583527, 'change_pct': 6871.48291015625}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0, 'optimized': 0.08763891458511353, 'change_pct': inf}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
2455,success,"[133.0, 285.0, 46.5]","[161.69, 324.38, 45.41]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.043650638312101364, 'change_pct': 722.0869750976562}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.7197030782699585, 'change_pct': -11.495973587036133}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8610668182373047, 'change_pct': -6.78016471862793}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2470,success,"[135.0, 272.0, 48.0]","[160.53, 323.98, 46.805]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.005000000819563866, 'optimized': 0.09000704437494278, 'change_pct': 1700.140625}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.043650638312101364, 'change_pct': 722.0869750976562}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.7197030782699585, 'change_pct': -11.495973587036133}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.07045214623212814, 'change_pct': 2401.051025390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8802365660667419, 'change_pct': -7.1275763511657715}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2493,success,"[154.0, 276.0, 48.5]","[172.9, 282.25, 47.555]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.10386548191308975, 'change_pct': 419.3273620605469}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.024212289601564407, 'change_pct': 412.99786376953125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.6934714913368225, 'change_pct': -12.352903366088867}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.014124877750873566, 'change_pct': 401.4331359863281}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.0, 'optimized': 0.07489069551229477, 'change_pct': inf}]","[2, 0, 5, 1, 6]","['锰', '碳', '钛', '硅', '铌']"
2505,success,"[447.0, 557.0, 18.5]","[438.97, 549.4, 23.205]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.4543459117412567, 'change_pct': -3.3306570053100586}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7454545497894287, 'optimized': 0.6635445356369019, 'change_pct': -10.98792839050293}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4395280182361603, 'optimized': 0.35555070638656616, 'change_pct': -19.10624885559082}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.17698121070861816, 'change_pct': -33.86491394042969}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.37751007080078125, 'optimized': 0.2926373779773712, 'change_pct': -22.48223304748535}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
2507,success,"[158.0, 276.0, 51.0]","[178.06, 326.71, 46.98]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.10317880660295486, 'change_pct': 415.89398193359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.04340332746505737, 'change_pct': 819.6080322265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.6977249979972839, 'change_pct': -11.8153076171875}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.07045214623212814, 'change_pct': 2401.051025390625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2545,success,"[128.0, 276.0, 47.5]","[159.42, 324.37, 46.62]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04290870204567909, 'change_pct': 1112.1707763671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7362637519836426, 'optimized': 0.6427800059318542, 'change_pct': -12.69704532623291}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9598393440246582, 'optimized': 0.8898215293884277, 'change_pct': -7.294742584228516}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2558,success,"[132.0, 276.0, 47.0]","[166.86, 324.24, 45.95]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.005000000819563866, 'optimized': 0.09769673645496368, 'change_pct': 1853.934326171875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.10000933706760406, 'change_pct': 2321.654296875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8791208267211914, 'optimized': 0.8864143490791321, 'change_pct': 0.8296382427215576}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0713556706905365, 'change_pct': 4966.25244140625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8308041095733643, 'change_pct': -9.663655281066895}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2560,success,"[447.0, 581.0, 22.0]","[448.1, 561.05, 26.94]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.6450000405311584, 'optimized': 0.5891057848930359, 'change_pct': -8.665775299072266}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.49262535572052, 'optimized': 0.5661262273788452, 'change_pct': 14.92023754119873}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3239436745643616, 'optimized': 0.22682347893714905, 'change_pct': -29.980581283569336}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.8363636136054993, 'optimized': 0.7382813692092896, 'change_pct': -11.727225303649902}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3076923191547394, 'optimized': 0.2124611735343933, 'change_pct': -30.95012092590332}]","[2, 0, 1, 6, 5]","['锰', '碳', '硅', '铌', '钛']"
2587,success,"[132.0, 282.0, 45.0]","[160.21, 301.36, 45.87]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.07442468404769897, 'change_pct': 644.2468872070312}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005899704992771149, 'optimized': 0.08385378122329712, 'change_pct': 1321.321533203125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.714285671710968, 'optimized': 0.7887362837791443, 'change_pct': 10.423086166381836}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09818990528583527, 'change_pct': 6871.48291015625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8745895624160767, 'change_pct': -4.902704238891602}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2603,success,"[128.0, 284.0, 49.5]","[159.19, 326.25, 45.975]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.11615542322397232, 'change_pct': 480.7770690917969}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.1009235829114914, 'change_pct': 2038.3184814453125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.6720611453056335, 'change_pct': -12.632052421569824}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.05004109814763069, 'change_pct': 3452.91796875}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9196786880493164, 'optimized': 0.8756832480430603, 'change_pct': -4.783783912658691}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2608,success,"[158.0, 273.0, 50.5]","[177.9, 303.74, 47.07]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.029999999329447746, 'optimized': 0.1189393550157547, 'change_pct': 296.4645080566406}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.07988401502370834, 'change_pct': 2156.723388671875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8571428656578064, 'optimized': 0.8087468147277832, 'change_pct': -5.646205902099609}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09620485454797745, 'change_pct': 6730.54443359375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9678714275360107, 'optimized': 0.8993274569511414, 'change_pct': -7.081929683685303}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2611,success,"[132.0, 280.0, 45.0]","[162.22, 305.4, 45.94]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.07788629829883575, 'change_pct': 419.2419128417969}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.08149170130491257, 'change_pct': 2662.568359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7802197933197021, 'optimized': 0.8546704053878784, 'change_pct': 9.542261123657227}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.09818990528583527, 'change_pct': 6871.48291015625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9236948490142822, 'optimized': 0.8773469924926758, 'change_pct': -5.017658710479736}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2632,success,"[133.0, 277.0, 49.0]","[162.77, 326.85, 45.445]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.020000001415610313, 'optimized': 0.10317880660295486, 'change_pct': 415.89398193359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.043650638312101364, 'change_pct': 722.0869750976562}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7472527623176575, 'optimized': 0.6537690162658691, 'change_pct': -12.51032543182373}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
