sample_id,status,original_performance,optimized_performance,param_changes,top_params_index,top_params
2051,success,"[447.0, 551.0, 21.5]","[351.01, 543.02, 29.8]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.3761179447174072, 'change_pct': -19.974905014038086}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6909090876579285, 'optimized': 0.5928268432617188, 'change_pct': -14.196114540100098}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.45993149280548096, 'change_pct': 19.020448684692383}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.17048543691635132, 'change_pct': -36.29228591918945}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.35742974281311035, 'optimized': 0.30401626229286194, 'change_pct': -14.943771362304688}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
2064,success,"[133.0, 297.0, 45.0]","[162.54, 306.74, 43.175]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.02500000037252903, 'optimized': 0.00028920595650561154, 'change_pct': -98.84317779541016}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04846834018826485, 'change_pct': 1073.6260986328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7670329213142395, 'optimized': 0.7202926874160767, 'change_pct': -6.0936408042907715}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0, 'optimized': 0.0984320119023323, 'change_pct': inf}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.849352240562439, 'change_pct': -9.620208740234375}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2070,success,"[134.0, 274.0, 48.5]","[160.89, 323.86, 46.99]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0017699114978313446, 'optimized': 0.04216676577925682, 'change_pct': 2282.42236328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7582417130470276, 'optimized': 0.6647579669952393, 'change_pct': -12.32901668548584}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2078,success,"[133.0, 273.0, 49.5]","[161.04, 326.12, 46.07]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.1006675437092781, 'change_pct': 571.1168823242188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.04083786532282829, 'change_pct': 1053.669677734375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7173665165901184, 'change_pct': -10.574853897094727}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.08143080025911331, 'change_pct': 2790.793212890625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8780291676521301, 'change_pct': -6.167686939239502}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2079,success,"[488.0, 841.0, 21.5]","[480.55, 699.39, 27.91]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9200000166893005, 'optimized': 0.8258455395698547, 'change_pct': -10.234182357788086}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6932153701782227, 'optimized': 0.7914857864379883, 'change_pct': 14.176029205322266}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5211267471313477, 'optimized': 0.4757328927516937, 'change_pct': -8.710713386535645}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.23595505952835083, 'optimized': 0.14842358231544495, 'change_pct': -37.09667205810547}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.05494505167007446, 'optimized': 0.04590968042612076, 'change_pct': -16.44437599182129}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2089,success,"[471.0, 580.0, 20.5]","[348.08, 549.13, 28.31]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.42050960659980774, 'change_pct': -14.181709289550781}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7090908885002136, 'optimized': 0.7869334816932678, 'change_pct': 10.977801322937012}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.44531217217445374, 'change_pct': 15.23728084564209}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.1718391478061676, 'change_pct': -35.78642272949219}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3296703100204468, 'optimized': 0.23350222408771515, 'change_pct': -29.17098617553711}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2091,success,"[129.0, 278.0, 45.0]","[162.3, 324.68, 45.22]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.04340332746505737, 'change_pct': 819.6080322265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.6977249979972839, 'change_pct': -11.8153076171875}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9317269325256348, 'optimized': 0.8674567341804504, 'change_pct': -6.897964954376221}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2094,success,"[444.0, 554.0, 21.0]","[488.55, 549.35, 27.995]","[{'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.800000011920929, 'optimized': 0.8918470740318298, 'change_pct': 11.48088264465332}, {'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.4303036034107208, 'change_pct': -12.182934761047363}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.38643065094947815, 'optimized': 0.4506838321685791, 'change_pct': 16.627349853515625}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.19759005308151245, 'change_pct': -33.195743560791016}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.3296703100204468, 'optimized': 0.23538093268871307, 'change_pct': -28.601112365722656}]","[6, 2, 0, 1, 5]","['铌', '锰', '碳', '硅', '钛']"
2108,success,"[435.0, 561.0, 21.0]","[355.51, 492.02, 28.04]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.40623337030410767, 'change_pct': -13.567367553710938}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6434969305992126, 'change_pct': -11.51916790008545}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.36283183097839355, 'optimized': 0.3547189235687256, 'change_pct': -2.2359964847564697}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.16794627904891968, 'change_pct': -37.241127014160156}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.2857142984867096, 'optimized': 0.1890450417995453, 'change_pct': -33.83423614501953}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2116,success,"[130.0, 275.0, 49.0]","[163.95, 323.31, 46.7]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10282116383314133, 'change_pct': 928.211669921875}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0064896754920482635, 'optimized': 0.09618692100048065, 'change_pct': 1382.1529541015625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7692307829856873, 'optimized': 0.6788634061813354, 'change_pct': -11.747758865356445}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0836985781788826, 'change_pct': 5842.5986328125}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9357428550720215, 'optimized': 0.8470366597175598, 'change_pct': -9.479762077331543}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2122,success,"[140.0, 275.0, 47.5]","[163.86, 321.5, 47.405]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09580396860837936, 'change_pct': 538.6930541992188}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.003539822995662689, 'optimized': 0.0023896340280771255, 'change_pct': -32.492835998535156}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.9001855850219727, 'change_pct': 10.698495864868164}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.004509819205850363, 'change_pct': 220.19715881347656}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.907630443572998, 'optimized': 0.8148303031921387, 'change_pct': -10.224441528320312}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2136,success,"[133.0, 283.0, 43.5]","[161.37, 301.51, 44.665]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.06024380773305893, 'change_pct': 301.6253356933594}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004719763994216919, 'optimized': 0.07408126443624496, 'change_pct': 1469.5968017578125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7912087440490723, 'optimized': 0.8873178958892822, 'change_pct': 12.14712905883789}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0028169015422463417, 'optimized': 0.0352453775703907, 'change_pct': 1151.2109375}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8540522456169128, 'change_pct': -9.12007999420166}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2175,success,"[501.0, 602.0, 17.5]","[420.89, 494.8, 28.275]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.46000000834465027, 'optimized': 0.3910808861255646, 'change_pct': -14.982417106628418}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6434628367424011, 'change_pct': -11.523855209350586}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.3805309534072876, 'optimized': 0.45665475726127625, 'change_pct': 20.004629135131836}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.19621773064136505, 'change_pct': -33.65971755981445}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.2857142984867096, 'optimized': 0.18781697750091553, 'change_pct': -34.264060974121094}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2223,success,"[438.0, 558.0, 22.0]","[358.73, 491.42, 28.13]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4699999988079071, 'optimized': 0.3780359625816345, 'change_pct': -19.566816329956055}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6464640498161316, 'change_pct': -11.111188888549805}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.36283183097839355, 'optimized': 0.4401887357234955, 'change_pct': 21.32032012939453}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.26760563254356384, 'optimized': 0.17078854143619537, 'change_pct': -36.17901611328125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.2857142984867096, 'optimized': 0.18742091953754425, 'change_pct': -34.402679443359375}]","[2, 6, 0, 1, 5]","['锰', '铌', '碳', '硅', '钛']"
2239,success,"[369.0, 651.0, 22.0]","[367.61, 615.84, 30.995]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.9000000357627869, 'optimized': 0.9654841423034668, 'change_pct': 7.2760114669799805}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.44542768597602844, 'optimized': 0.38705188035964966, 'change_pct': -13.105562210083008}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3380281627178192, 'optimized': 0.24027517437934875, 'change_pct': -28.918594360351562}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.29718875885009766, 'optimized': 0.2078886479139328, 'change_pct': -30.048280715942383}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.23076921701431274, 'optimized': 0.13624221086502075, 'change_pct': -40.96170425415039}]","[2, 0, 1, 12, 5]","['锰', '碳', '硅', '卷取温度平均值', '钛']"
2251,success,"[133.0, 278.0, 46.0]","[159.94, 328.56, 46.15]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10124066472053528, 'change_pct': 912.40673828125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.08698704838752747, 'change_pct': 2006.3289794921875}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.869091272354126, 'change_pct': 6.874736309051514}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0042253523133695126, 'optimized': 0.0005706218653358519, 'change_pct': -86.49528503417969}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9558231830596924, 'optimized': 0.8735489249229431, 'change_pct': -8.607686042785645}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2252,success,"[133.0, 278.0, 52.0]","[161.13, 326.7, 45.835]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.0426613874733448, 'change_pct': 1346.2210693359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8021977543830872, 'optimized': 0.7087140083312988, 'change_pct': -11.653453826904297}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2265,success,"[454.0, 595.0, 20.5]","[449.33, 580.99, 23.19]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.6350000500679016, 'optimized': 0.6780816316604614, 'change_pct': 6.7845001220703125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4395280182361603, 'optimized': 0.35367682576179504, 'change_pct': -19.5325870513916}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6281792521476746, 'change_pct': -13.625347137451172}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3239436745643616, 'optimized': 0.24145734310150146, 'change_pct': -25.46316909790039}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.3895583152770996, 'optimized': 0.475999653339386, 'change_pct': 22.1895751953125}]","[2, 0, 6, 1, 12]","['锰', '碳', '铌', '硅', '卷取温度平均值']"
2273,success,"[430.0, 542.0, 20.0]","[373.75, 455.2, 31.31]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.47999998927116394, 'optimized': 0.3850991725921631, 'change_pct': -19.77100372314453}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.39823010563850403, 'optimized': 0.3207894563674927, 'change_pct': -19.446205139160156}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.6181818246841431, 'optimized': 0.5276237726211548, 'change_pct': -14.649096488952637}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.22509640455245972, 'change_pct': -23.89597511291504}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.35742974281311035, 'optimized': 0.4432462453842163, 'change_pct': 24.009334564208984}]","[2, 0, 6, 1, 12]","['锰', '碳', '铌', '硅', '卷取温度平均值']"
2279,success,"[126.0, 288.0, 49.5]","[160.11, 326.02, 47.58]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.10047126561403275, 'change_pct': 904.712646484375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.10113733261823654, 'change_pct': 1804.753173828125}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8461538553237915, 'optimized': 0.7502131462097168, 'change_pct': -11.338446617126465}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06818642467260361, 'change_pct': 4741.236328125}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.927710771560669, 'optimized': 0.8908178210258484, 'change_pct': -3.9767727851867676}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2306,success,"[421.0, 693.0, 22.0]","[386.96, 589.56, 31.78]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8700000047683716, 'optimized': 0.8955453634262085, 'change_pct': 2.9362480640411377}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.41002947092056274, 'optimized': 0.32898107171058655, 'change_pct': -19.766481399536133}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3380281627178192, 'optimized': 0.24663862586021423, 'change_pct': -27.03607177734375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.23076921701431274, 'optimized': 0.14125610888004303, 'change_pct': -38.78901672363281}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.2048192024230957, 'optimized': 0.2966434359550476, 'change_pct': 44.83184814453125}]","[2, 0, 1, 5, 12]","['锰', '碳', '硅', '钛', '卷取温度平均值']"
2308,success,"[477.0, 814.0, 20.5]","[441.56, 703.73, 26.81]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.925000011920929, 'optimized': 0.8301568031311035, 'change_pct': -10.25331974029541}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.7109144330024719, 'optimized': 0.7985442876815796, 'change_pct': 12.3263578414917}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5070422887802124, 'optimized': 0.4100398123264313, 'change_pct': -19.13104248046875}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.2584269940853119, 'optimized': 0.16739468276500702, 'change_pct': -35.22554397583008}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.04395604506134987, 'optimized': 0.08360347151756287, 'change_pct': 90.19789123535156}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2319,success,"[434.0, 541.0, 21.5]","[399.89, 522.16, 28.945]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.4899999797344208, 'optimized': 0.3989836573600769, 'change_pct': -18.57476043701172}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.39823010563850403, 'optimized': 0.4944409132003784, 'change_pct': 24.15960121154785}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7454545497894287, 'optimized': 0.6675782203674316, 'change_pct': -10.44682502746582}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.2957746386528015, 'optimized': 0.1992134153842926, 'change_pct': -32.64689254760742}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.2857142984867096, 'optimized': 0.20368891954421997, 'change_pct': -28.708881378173828}]","[2, 0, 6, 1, 5]","['锰', '碳', '铌', '硅', '钛']"
2322,success,"[453.0, 654.0, 20.5]","[456.68, 573.39, 27.516666666666666]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.7350000143051147, 'optimized': 0.6570655703544617, 'change_pct': -10.603325843811035}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6460177302360535, 'optimized': 0.7438302040100098, 'change_pct': 15.14083480834961}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.35211268067359924, 'optimized': 0.33120593428611755, 'change_pct': -5.937515735626221}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.800000011920929, 'optimized': 0.8690879940986633, 'change_pct': 8.635997772216797}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.2811245918273926, 'optimized': 0.29902079701423645, 'change_pct': 6.365933895111084}]","[2, 0, 1, 6, 12]","['锰', '碳', '硅', '铌', '卷取温度平均值']"
2341,success,"[129.0, 278.0, 47.0]","[162.48, 327.11, 45.405]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10565497726202011, 'change_pct': 604.3663940429688}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0029498524963855743, 'optimized': 0.10038705170154572, 'change_pct': 3303.12109375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8351647853851318, 'optimized': 0.7454048991203308, 'change_pct': -10.747566223144531}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.05777786672115326, 'change_pct': 4002.228515625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9317269325256348, 'optimized': 0.8394272923469543, 'change_pct': -9.906296730041504}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2343,success,"[135.0, 277.0, 45.5]","[160.12, 327.22, 45.135]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04315601661801338, 'change_pct': 944.991943359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.7362637519836426, 'optimized': 0.6427800059318542, 'change_pct': -12.69704532623291}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9437751770019531, 'optimized': 0.8770416975021362, 'change_pct': -7.070908546447754}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2345,success,"[132.0, 278.0, 47.0]","[160.38, 325.94, 46.255]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.09878821671009064, 'change_pct': 558.5880126953125}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.004129793960601091, 'optimized': 0.04315601661801338, 'change_pct': 944.991943359375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8131868243217468, 'optimized': 0.7197030782699585, 'change_pct': -11.495973587036133}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9397590160369873, 'optimized': 0.8738466501235962, 'change_pct': -7.01375150680542}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2346,success,"[540.0, 643.0, 16.0]","[479.0, 580.8066666666667, 22.71]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.6350000500679016, 'optimized': 0.7233858704566956, 'change_pct': 13.919025421142578}, {'param_index': 6, 'param': '化学元素含量过程的铌', 'original': 0.7272726893424988, 'optimized': 0.6520769596099854, 'change_pct': -10.3394136428833}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.4395280182361603, 'optimized': 0.5105147957801819, 'change_pct': 16.15068244934082}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.3239436745643616, 'optimized': 0.23238278925418854, 'change_pct': -28.26444435119629}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.3895583152770996, 'optimized': 0.37492823600769043, 'change_pct': -3.7555556297302246}]","[2, 6, 0, 1, 12]","['锰', '铌', '碳', '硅', '卷取温度平均值']"
2348,success,"[444.0, 784.0, 22.0]","[434.37, 695.67, 28.798333333333332]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.8650000095367432, 'optimized': 0.7717779278755188, 'change_pct': -10.777118682861328}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.6814159154891968, 'optimized': 0.7796863317489624, 'change_pct': 14.421503067016602}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.5211267471313477, 'optimized': 0.4757328927516937, 'change_pct': -8.710713386535645}, {'param_index': 3, 'param': '化学元素含量过程的磷', 'original': 0.23595505952835083, 'optimized': 0.14842358231544495, 'change_pct': -37.09667205810547}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.03296703100204468, 'optimized': 0.03935115411877632, 'change_pct': 19.365175247192383}]","[2, 0, 1, 3, 5]","['锰', '碳', '硅', '磷', '钛']"
2349,success,"[135.0, 277.0, 47.5]","[160.45, 325.0, 45.36]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.015000002458691597, 'optimized': 0.10702791064977646, 'change_pct': 613.519287109375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.005309734493494034, 'optimized': 0.10385561734437943, 'change_pct': 1855.947265625}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8791208267211914, 'optimized': 0.8868380188941956, 'change_pct': 0.8778306841850281}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.0031963966321200132, 'change_pct': 126.94414520263672}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9518072605133057, 'optimized': 0.8766343593597412, 'change_pct': -7.89791202545166}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
2362,success,"[140.0, 276.0, 48.0]","[161.72, 323.34, 46.66]","[{'param_index': 2, 'param': '化学元素含量过程的锰', 'original': 0.009999999776482582, 'optimized': 0.09439762681722641, 'change_pct': 843.976318359375}, {'param_index': 0, 'param': '化学元素含量过程的碳', 'original': 0.0011799409985542297, 'optimized': 0.04191945120692253, 'change_pct': 3452.67333984375}, {'param_index': 5, 'param': '化学元素含量过程的钛', 'original': 0.8241758346557617, 'optimized': 0.7306920886039734, 'change_pct': -11.342694282531738}, {'param_index': 1, 'param': '化学元素含量过程的硅', 'original': 0.0014084507711231709, 'optimized': 0.06948705017566681, 'change_pct': 4833.58056640625}, {'param_index': 12, 'param': '热轧过程的卷取温度平均值', 'original': 0.9477910995483398, 'optimized': 0.8802365660667419, 'change_pct': -7.1275763511657715}]","[2, 0, 5, 1, 12]","['锰', '碳', '钛', '硅', '卷取温度平均值']"
